x,npz,vtu
9.706458076834678650e-03,1.298108577728271484e+00,1.291086316108703613e+00
1.209976610307600051e-02,1.288561224937438965e+00,1.291086316108703613e+00
1.449307412931732063e-02,1.285587787628173828e+00,1.291086316108703613e+00
1.688638215555864075e-02,1.297719836235046387e+00,1.291086316108703835e+00
1.927969018179996261e-02,1.295485973358154297e+00,1.291086316108703613e+00
2.167299820804128446e-02,1.298287749290466309e+00,1.291086316108703613e+00
2.406630623428260285e-02,1.301377296447753906e+00,1.291086316108703613e+00
2.645961426052392471e-02,1.300354361534118652e+00,1.291086316108703613e+00
2.885292228676524656e-02,1.296325564384460449e+00,1.291086316108703613e+00
3.124623031300656842e-02,1.301742792129516602e+00,1.291086316108703613e+00
3.363953833924789028e-02,1.303874611854553223e+00,1.291086316108703613e+00
3.603284636548920866e-02,1.296848416328430176e+00,1.291086316108703613e+00
3.842615439173052705e-02,1.297196149826049805e+00,1.291086316108703613e+00
4.081946241797185237e-02,1.293082952499389648e+00,1.291086316108703613e+00
4.321277044421317076e-02,1.297548413276672363e+00,1.291086316108703613e+00
4.560607847045449609e-02,1.293336510658264160e+00,1.291086316108703613e+00
4.799938649669581447e-02,1.290350317955017090e+00,1.291086316108703613e+00
5.039269452293713286e-02,1.285928964614868164e+00,1.291086316108703613e+00
5.278600254917845819e-02,1.291539669036865234e+00,1.291086316108703613e+00
5.517931057541977657e-02,1.291737198829650879e+00,1.291086316108703613e+00
5.757261860166110190e-02,1.287859797477722168e+00,1.291086316108703613e+00
5.996592662790242029e-02,1.294052243232727051e+00,1.291086316108703613e+00
6.235923465414373867e-02,1.297198891639709473e+00,1.291086316108703613e+00
6.475254268038506400e-02,1.296990156173706055e+00,1.291086316108703613e+00
6.714585070662637545e-02,1.293817877769470215e+00,1.291086316108703613e+00
6.953915873286770077e-02,1.298325538635253906e+00,1.291086316108703613e+00
7.193246675910902610e-02,1.295980930328369141e+00,1.291086316108703613e+00
7.432577478535035143e-02,1.299673438072204590e+00,1.291086316108703613e+00
7.671908281159166287e-02,1.295074582099914551e+00,1.291086316108703613e+00
7.911239083783298820e-02,1.298352479934692383e+00,1.291086316108703613e+00
8.150569886407431353e-02,1.297665834426879883e+00,1.291086316108703613e+00
8.389900689031562497e-02,1.295070648193359375e+00,1.291086316108703613e+00
8.629231491655695030e-02,1.292317271232604980e+00,1.291086316108703613e+00
8.868562294279827563e-02,1.292548298835754395e+00,1.291086316108703613e+00
9.107893096903958707e-02,1.294609785079956055e+00,1.291086316108703613e+00
9.347223899528091240e-02,1.300430297851562500e+00,1.291086316108703613e+00
9.586554702152223773e-02,1.297627091407775879e+00,1.291086316108703613e+00
9.825885504776354917e-02,1.291675329208374023e+00,1.291086316108703613e+00
1.006521630740048745e-01,1.291558265686035156e+00,1.291086316108703613e+00
1.030454711002461998e-01,1.286420583724975586e+00,1.291086316108703613e+00
1.054387791264875252e-01,1.287606716156005859e+00,1.291086316108703613e+00
1.078320871527288366e-01,1.282322764396667480e+00,1.291086316108703613e+00
1.102253951789701619e-01,1.283696889877319336e+00,1.291086316108703613e+00
1.126187032052114873e-01,1.286536931991577148e+00,1.291086316108703613e+00
1.150120112314527987e-01,1.284065485000610352e+00,1.291086316108703613e+00
1.174053192576941240e-01,1.292284607887268066e+00,1.291086316108703835e+00
1.197986272839354494e-01,1.290548324584960938e+00,1.291086316108703391e+00
1.221919353101767608e-01,1.298383712768554688e+00,1.291086316108703613e+00
1.245852433364180861e-01,1.303906440734863281e+00,1.291086316108703613e+00
1.269785513626593976e-01,1.298936843872070312e+00,1.291086316108703613e+00
1.293718593889007229e-01,1.296800732612609863e+00,1.291086316108703613e+00
1.317651674151420482e-01,1.293315768241882324e+00,1.291086316108703613e+00
1.341584754413833735e-01,1.292762875556945801e+00,1.291086316108703613e+00
1.365517834676246989e-01,1.288191318511962891e+00,1.291086316108703613e+00
1.389450914938660242e-01,1.291023969650268555e+00,1.291086316108703613e+00
1.413383995201073218e-01,1.294344782829284668e+00,1.291086316108703613e+00
1.437317075463486471e-01,1.294739007949829102e+00,1.291086316108703613e+00
1.461250155725899724e-01,1.296139121055603027e+00,1.291086316108703613e+00
1.485183235988312977e-01,1.293808102607727051e+00,1.291086316108703613e+00
1.509116316250726231e-01,1.295540094375610352e+00,1.291086316108703613e+00
