x,npz,vtu
7.279843557626008987e-03,1.108285307884216309e+00,1.076867103576660156e+00
9.682667719236776743e-03,1.088142275810241699e+00,1.076867103576660156e+00
1.208549188084754276e-02,1.110700249671936035e+00,1.076867103576660156e+00
1.448831604245830879e-02,1.106910347938537598e+00,1.076867103576660156e+00
1.689114020406907654e-02,1.096207737922668457e+00,1.076867103576660156e+00
1.929396436567984430e-02,1.091878533363342285e+00,1.076867103576660156e+00
2.169678852729060858e-02,1.091657280921936035e+00,1.076867103576660156e+00
2.409961268890137634e-02,1.092395544052124023e+00,1.076867103576660156e+00
2.650243685051214410e-02,1.091037511825561523e+00,1.076867103576660156e+00
2.890526101212291185e-02,1.098285079002380371e+00,1.076867103576660156e+00
3.130808517373367961e-02,1.090039253234863281e+00,1.076867103576660378e+00
3.371090933534444389e-02,1.092423200607299805e+00,1.076867103576660156e+00
3.611373349695520818e-02,1.088655710220336914e+00,1.076867103576660156e+00
3.851655765856597941e-02,1.089779138565063477e+00,1.076867103576660156e+00
4.091938182017674369e-02,1.086379289627075195e+00,1.076867103576660156e+00
4.332220598178751492e-02,1.085492372512817383e+00,1.076867103576660156e+00
4.572503014339827920e-02,1.083096504211425781e+00,1.076867103576660156e+00
4.812785430500904349e-02,1.085920810699462891e+00,1.076867103576660156e+00
5.053067846661981471e-02,1.082878589630126953e+00,1.076867103576660156e+00
5.293350262823057900e-02,1.089890599250793457e+00,1.076867103576660156e+00
5.533632678984135023e-02,1.081078529357910156e+00,1.076867103576660378e+00
5.773915095145211451e-02,1.084889769554138184e+00,1.076867103576659934e+00
6.014197511306287880e-02,1.081131577491760254e+00,1.076867103576660156e+00
6.254479927467365696e-02,1.083397269248962402e+00,1.076867103576660156e+00
6.494762343628440737e-02,1.083709955215454102e+00,1.076867103576660156e+00
6.735044759789518554e-02,1.087836384773254395e+00,1.076867103576660156e+00
6.975327175950594982e-02,1.082558631896972656e+00,1.076867103576660156e+00
7.215609592111671411e-02,1.093679904937744141e+00,1.076867103576660156e+00
7.455892008272747840e-02,1.081082701683044434e+00,1.076867103576660156e+00
7.696174424433824268e-02,1.089530706405639648e+00,1.076867103576660156e+00
7.936456840594902085e-02,1.091736197471618652e+00,1.076867103576660156e+00
8.176739256755978513e-02,1.099474191665649414e+00,1.076867103576660156e+00
8.417021672917054942e-02,1.100043058395385742e+00,1.076867103576660156e+00
8.657304089078131371e-02,1.107065320014953613e+00,1.076867103576660156e+00
8.897586505239207799e-02,1.112393021583557129e+00,1.076867103576660156e+00
9.137868921400285616e-02,1.110643982887268066e+00,1.076867103576660156e+00
9.378151337561362044e-02,1.108187437057495117e+00,1.076867103576660156e+00
9.618433753722438473e-02,1.109593629837036133e+00,1.076867103576660156e+00
9.858716169883514902e-02,1.106359481811523438e+00,1.076867103576660156e+00
1.009899858604459133e-01,1.108462572097778320e+00,1.076867103576660156e+00
1.033928100220566915e-01,1.098886251449584961e+00,1.076867103576660156e+00
1.057956341836674558e-01,1.096166610717773438e+00,1.076867103576660156e+00
1.081984583452782200e-01,1.089107871055603027e+00,1.076867103576660156e+00
1.106012825068889843e-01,1.094589471817016602e+00,1.076867103576660156e+00
1.130041066684997486e-01,1.090285181999206543e+00,1.076867103576660156e+00
1.154069308301105129e-01,1.092398762702941895e+00,1.076867103576660156e+00
1.178097549917212911e-01,1.090019702911376953e+00,1.076867103576660156e+00
1.202125791533320553e-01,1.096598863601684570e+00,1.076867103576660156e+00
1.226154033149428196e-01,1.091736435890197754e+00,1.076867103576660156e+00
1.250182274765535839e-01,1.092338919639587402e+00,1.076867103576660156e+00
1.274210516381643621e-01,1.094750285148620605e+00,1.076867103576660156e+00
1.298238757997751125e-01,1.094855308532714844e+00,1.076867103576660378e+00
1.322266999613858907e-01,1.099249362945556641e+00,1.076867103576660156e+00
1.346295241229966411e-01,1.104493379592895508e+00,1.076867103576660156e+00
1.370323482846074192e-01,1.103565931320190430e+00,1.076867103576660156e+00
1.394351724462181974e-01,1.111146092414855957e+00,1.076867103576660156e+00
1.418379966078289478e-01,1.103808164596557617e+00,1.076867103576660156e+00
1.442408207694397260e-01,1.106130838394165039e+00,1.076867103576660156e+00
1.466436449310504764e-01,1.095892786979675293e+00,1.076867103576660156e+00
1.490464690926612545e-01,1.101782917976379395e+00,1.076867103576660156e+00
1.514492932542720327e-01,1.100514173507690430e+00,1.076867103576660156e+00
1.538521174158827831e-01,1.103024721145629883e+00,1.076867103576660156e+00
1.562549415774935613e-01,1.097289562225341797e+00,1.076867103576660156e+00
1.586577657391043117e-01,1.098584175109863281e+00,1.076867103576660156e+00
1.610605899007150899e-01,1.091768264770507812e+00,1.076867103576660156e+00
1.634634140623258680e-01,1.096894621849060059e+00,1.076867103576660156e+00
1.658662382239366184e-01,1.087598919868469238e+00,1.076867103576660156e+00
1.682690623855473966e-01,1.093675017356872559e+00,1.076867103576660156e+00
1.706718865471581470e-01,1.086028933525085449e+00,1.076867103576660156e+00
1.730747107087689252e-01,1.086575388908386230e+00,1.076867103576660156e+00
1.754775348703797033e-01,1.081853270530700684e+00,1.076867103576660156e+00
1.778803590319904537e-01,1.089789032936096191e+00,1.076867103576660156e+00
1.802831831936012319e-01,1.079220175743103027e+00,1.076867103576660156e+00
1.826860073552119823e-01,1.088786363601684570e+00,1.076867103576660156e+00
1.850888315168227605e-01,1.087630987167358398e+00,1.076867103576660156e+00
1.874916556784335386e-01,1.094023466110229492e+00,1.076867103576660156e+00
1.898944798400442890e-01,1.092414855957031250e+00,1.076867103576660156e+00
1.922973040016550672e-01,1.091914772987365723e+00,1.076867103576660156e+00
1.947001281632658176e-01,1.099589586257934570e+00,1.076867103576660156e+00
1.971029523248765958e-01,1.104789853096008301e+00,1.076867103576660378e+00
1.995057764864873739e-01,1.107663393020629883e+00,1.076867103576660156e+00
2.019086006480981244e-01,1.100227475166320801e+00,1.076867103576660156e+00
2.043114248097089025e-01,1.099172353744506836e+00,1.076867103576660156e+00
2.067142489713196529e-01,1.093988060951232910e+00,1.076867103576660156e+00
2.091170731329304311e-01,1.095147967338562012e+00,1.076867103576660156e+00
2.115198972945411815e-01,1.097092151641845703e+00,1.076867103576660156e+00
2.139227214561519597e-01,1.089999556541442871e+00,1.076867103576660156e+00
2.163255456177627378e-01,1.094059228897094727e+00,1.076867103576660156e+00
2.187283697793734882e-01,1.088139176368713379e+00,1.076867103576660156e+00
2.211311939409842664e-01,1.093779206275939941e+00,1.076867103576660156e+00
2.235340181025950168e-01,1.086864233016967773e+00,1.076867103576660156e+00
2.259368422642057950e-01,1.087801098823547363e+00,1.076867103576660156e+00
2.283396664258165731e-01,1.072749733924865723e+00,1.076867103576660156e+00
2.307424905874273235e-01,1.082056522369384766e+00,1.076867103576660156e+00
2.331453147490381017e-01,1.078403711318969727e+00,1.076867103576660156e+00
2.355481389106488521e-01,1.081629991531372070e+00,1.076867103576660156e+00
2.379509630722596303e-01,1.089471340179443359e+00,1.076867103576660156e+00
2.403537872338704084e-01,1.101048231124877930e+00,1.076867103576660156e+00
2.427566113954811589e-01,1.099917292594909668e+00,1.076867103576660156e+00
2.451594355570919370e-01,1.109877228736877441e+00,1.076867103576660156e+00
2.475622597187026874e-01,1.099328756332397461e+00,1.076867103576660156e+00
2.499650838803134656e-01,1.096601128578186035e+00,1.076867103576660156e+00
2.523679080419242160e-01,1.093549966812133789e+00,1.076867103576660156e+00
2.547707322035349664e-01,1.093737602233886719e+00,1.076867103576660156e+00
2.571735563651457723e-01,1.105525970458984375e+00,1.076867103576660156e+00
2.595763805267565227e-01,1.095471858978271484e+00,1.076867103576660156e+00
2.619792046883672731e-01,1.104626774787902832e+00,1.076867103576660156e+00
2.643820288499780791e-01,1.100887894630432129e+00,1.076867103576660156e+00
2.667848530115888295e-01,1.093892335891723633e+00,1.076867103576660378e+00
2.691876771731995799e-01,1.096283197402954102e+00,1.076867103576660156e+00
2.715905013348103858e-01,1.094433665275573730e+00,1.076867103576660378e+00
2.739933254964211362e-01,1.091660499572753906e+00,1.076867103576660156e+00
2.763961496580318866e-01,1.086912155151367188e+00,1.076867103576660156e+00
2.787989738196426925e-01,1.084735631942749023e+00,1.076867103576660156e+00
2.812017979812534429e-01,1.082655310630798340e+00,1.076867103576660378e+00
2.836046221428641934e-01,1.084312081336975098e+00,1.076867103576660156e+00
2.860074463044749438e-01,1.092747569084167480e+00,1.076867103576660156e+00
2.884102704660857497e-01,1.098427772521972656e+00,1.076867103576660156e+00
2.908130946276965001e-01,1.098890781402587891e+00,1.076867103576660156e+00
2.932159187893072505e-01,1.105266571044921875e+00,1.076867103576660156e+00
2.956187429509180564e-01,1.103330254554748535e+00,1.076867103576659934e+00
2.980215671125288068e-01,1.105495452880859375e+00,1.076867103576660156e+00
3.004243912741395572e-01,1.100522518157958984e+00,1.076867103576660156e+00
3.028272154357503632e-01,1.096550703048706055e+00,1.076867103576660156e+00
3.052300395973611136e-01,1.093482494354248047e+00,1.076867103576660156e+00
3.076328637589718640e-01,1.101638317108154297e+00,1.076867103576660156e+00
3.100356879205826144e-01,1.090469837188720703e+00,1.076867103576660156e+00
3.124385120821934203e-01,1.098595499992370605e+00,1.076867103576660156e+00
3.148413362438041707e-01,1.097970366477966309e+00,1.076867103576660156e+00
3.172441604054149211e-01,1.106491088867187500e+00,1.076867103576660156e+00
3.196469845670257270e-01,1.109838843345642090e+00,1.076867103576660156e+00
3.220498087286364775e-01,1.111302137374877930e+00,1.076867103576660156e+00
3.244526328902472279e-01,1.104349970817565918e+00,1.076867103576660156e+00
3.268554570518579783e-01,1.108448863029479980e+00,1.076867103576660156e+00
3.292582812134687842e-01,1.111723184585571289e+00,1.076867103576660156e+00
3.316611053750795346e-01,1.120492458343505859e+00,1.076867103576660156e+00
3.340639295366902850e-01,1.123085379600524902e+00,1.076867103576659934e+00
