"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -1.810650206,      0.9343492397,       1.259016018,       3.978848314
          0,           0,           1,      -1.842782192,      0.9456391314,       1.101945345,       3.947257909
          0,           0,           2,      -1.870010122,      0.9432276546,      0.9747637055,       3.920619107
          0,           0,           3,      -1.897821101,       0.937397441,      0.8277744773,       3.893412588
          0,           0,           4,      -1.919889407,      0.9238138393,      0.7468354929,       3.871752822
          0,           0,           5,        -1.9387011,      0.9109109564,      0.6842583471,       3.852891421
          0,           0,           6,      -1.954028328,      0.8985704933,      0.6422354257,       3.836579526
          0,           0,           7,      -1.965389901,      0.8884880713,      0.6173127439,       3.823760469
          0,           0,           8,      -1.976219571,      0.8779491178,       0.603906923,       3.811334836
          0,           0,           9,      -1.988238206,      0.8649738119,      0.6000840754,       3.798221933
          0,           0,          10,      -2.000948877,      0.8506536522,      0.5992750978,       3.785012783
          0,           0,          11,      -2.008404895,      0.8401753254,      0.6152398251,       3.777818721
          0,           0,          12,      -2.013466913,      0.8331568944,      0.6216392372,       3.773220854
          0,           0,          13,      -2.016230021,      0.8293426986,      0.6214069048,       3.770637544
          0,           0,          14,      -2.023032392,      0.8213464201,       0.616828696,       3.763891933
          0,           0,          15,      -2.031945435,      0.8105326683,      0.6152116483,       3.755039711
          0,           0,          16,      -2.032419145,      0.8099306643,      0.6154810197,       3.754601818
          0,           0,          17,      -2.034926359,      0.8071887087,      0.6132028727,       3.752022379
          0,           0,          18,      -2.037022796,      0.8041694984,      0.6174313665,       3.750023566
          0,           0,          19,      -2.037042262,      0.8037058781,      0.6224564846,       3.750222482
          0,           0,          20,      -2.035060227,      0.8060679666,      0.6244176655,       3.753420127
          0,           0,          21,      -2.041366372,      0.8014005037,      0.6040609636,       3.747127923
          0,           0,          22,      -2.045934268,      0.7971414523,      0.5970790818,       3.742576897
          0,           0,          23,      -2.055340522,      0.7872701225,      0.5911706548,       3.733266675
          0,           0,          24,      -2.067765912,      0.7742856686,      0.5847538753,       3.719992046
          0,           0,          25,      -2.081743157,      0.7600203115,      0.5669992407,       3.705111559
          0,           0,          26,      -2.092553136,      0.7493918513,      0.5521871234,       3.693946999
          0,           0,          27,      -2.108321103,      0.7338020613,      0.5317300928,        3.67711971
          0,           0,          28,      -2.122196523,      0.7187740112,       0.526720051,       3.662681625
          0,           0,          29,      -2.135098269,      0.7056966862,       0.513588175,       3.649064852
          0,           0,          30,      -2.145121146,      0.6952663638,      0.5028235345,       3.638685424
          0,           0,          31,      -2.163404576,      0.6761484215,      0.4809605511,       3.618484146
          0,           0,          32,      -2.183520139,      0.6554970344,      0.4588932541,       3.596228275
          0,           0,          33,      -2.195106242,      0.6424982462,      0.4548546127,       3.584884803
          0,           0,          34,      -2.216825277,      0.6198313768,      0.4263129825,       3.559658186
          0,           0,          35,      -2.234282141,      0.6005217574,      0.4048861352,       3.540270689
          0,           0,          36,      -2.249545283,      0.5841905531,      0.3912082116,       3.523026569
          0,           0,          37,      -2.265219148,      0.5661659844,      0.3775741029,       3.505453669
          0,           0,          38,      -2.275900116,      0.5548880285,      0.3597924372,       3.493490963
          0,           0,          39,      -2.285110747,       0.543511157,      0.3582142718,       3.483187085
          0,           0,          40,      -2.293159333,      0.5338095934,      0.3530836955,       3.474739944
          0,           0,          41,      -2.309273099,      0.5170475643,      0.3398479899,       3.455177045
          0,           0,          42,      -2.325567224,      0.4994715116,      0.3161475766,       3.438047536
          0,           0,          43,      -2.334823589,      0.4880205838,      0.3210369439,       3.429407669
          0,           0,          44,      -2.340650289,      0.4831751953,      0.3107917212,       3.424139734
          0,           0,          45,      -2.358839053,      0.4613769619,      0.2964914059,       3.399588897
          0,           0,          46,      -2.366413432,      0.4539956653,      0.2792414649,       3.397306867
          0,           0,          47,      -2.383942328,      0.4314177268,       0.288560625,       3.371530834
          0,           0,          48,      -2.394555611,      0.4200076222,      0.2746761094,       3.364329761
          0,           0,          49,      -2.401378873,      0.4139237547,      0.2733863949,       3.356012001
          0,           0,          50,      -2.421807477,      0.3924301634,      0.2232220647,       3.340791329
          0,           0,          51,      -2.419300031,      0.3994010775,      0.2470986828,       3.338754359
          0,           0,          52,      -2.450662497,      0.3680350365,      0.2235834434,       3.304791111
          0,           0,          53,      -2.471312147,       0.345888583,      0.1984326969,       3.287387999
          0,           0,          54,       -2.48788941,      0.3215855214,      0.1849128621,       3.275615476
          0,           0,          55,      -2.479729077,      0.3408045168,      0.2200787501,       3.281776653
          0,           0,          56,      -2.499479061,      0.3139264767,       0.164353353,       3.263439126
          0,           0,          57,      -2.506179319,      0.3098240542,      0.1464468944,       3.255707118
          0,           0,          58,      -2.511748699,      0.3007259942,      0.1613620928,       3.254002256
          0,           0,          59,      -2.520328928,      0.2928768765,      0.2051329475,       3.240719672
          0,           0,          60,      -2.555454314,      0.2547610926,      0.1619715488,       3.205428236
