"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
95	0.000000000000000e+00	4.250609999989107e-01	1.176829268292683e+00	1.225745504857561e+03	7.362218636763079e-14	8.916599999981265e+05	1.013249999999999e+05	2.999999999999996e+02	-2.279622811770525e-16	2.999999999995600e+00	
96	0.000000000000000e+00	4.297319999988972e-01	1.176829268292683e+00	1.225745504857561e+03	-7.108330654473636e-14	8.916599999981265e+05	1.013250000000001e+05	3.000000000000002e+02	1.823698249416420e-16	2.999999999995596e+00	
97	0.000000000000000e+00	4.344029999988836e-01	1.176829268292683e+00	1.225745504857561e+03	4.525785757015224e-15	8.916599999981264e+05	1.013250000000001e+05	3.000000000000002e+02	1.595735968239367e-16	2.999999999995596e+00	
98	0.000000000000000e+00	4.390739999988718e-01	1.176829268292683e+00	1.225745504857561e+03	8.178725185332972e-14	8.916599999981268e+05	1.013250000000000e+05	2.999999999999999e+02	0.000000000000000e+00	2.999999999995598e+00	
99	0.000000000000000e+00	4.437449999988651e-01	1.176829268292683e+00	1.225745504857560e+03	3.504082185925896e-14	8.916599999981261e+05	1.013250000000002e+05	3.000000000000006e+02	2.735547374124630e-16	2.999999999995593e+00	
100	0.000000000000000e+00	4.484159999988537e-01	1.176829268292683e+00	1.225745504857561e+03	5.095371212155829e-14	8.916599999981263e+05	1.013250000000000e+05	3.000000000000001e+02	4.559245623541049e-17	2.999999999995596e+00	
101	0.000000000000000e+00	4.530869999988401e-01	1.176829268292682e+00	1.225745504857561e+03	1.246606669678892e-14	8.916599999981263e+05	1.013249999999999e+05	2.999999999999998e+02	-1.823698249416420e-16	2.999999999995600e+00	
102	0.000000000000000e+00	4.577579999988266e-01	1.176829268292683e+00	1.225745504857560e+03	-3.878430566376290e-14	8.916599999981264e+05	1.013250000000001e+05	3.000000000000004e+02	1.823698249416420e-16	2.999999999995595e+00	
103	0.000000000000000e+00	4.624289999988169e-01	1.176829268292683e+00	1.225745504857561e+03	5.613040491927718e-14	8.916599999981265e+05	1.013250000000000e+05	2.999999999999999e+02	-6.838868435311574e-17	2.999999999995598e+00	
104	0.000000000000000e+00	4.670999999988103e-01	1.176829268292683e+00	1.225745504857561e+03	8.966887907403537e-14	8.916599999981268e+05	1.013250000000000e+05	2.999999999999999e+02	-4.559245623541049e-17	2.999999999995599e+00	
105	0.000000000000000e+00	4.717709999988176e-01	1.176829268292683e+00	1.225745504857562e+03	-1.232687132989758e-13	8.916599999981272e+05	1.013250000000001e+05	3.000000000000001e+02	9.118491247082098e-17	2.999999999995598e+00	
106	0.000000000000000e+00	4.764419999988278e-01	1.176829268292684e+00	1.225745504857562e+03	-1.305483201934961e-13	8.916599999981273e+05	1.013250000000000e+05	2.999999999999998e+02	-4.559245623541049e-17	2.999999999995600e+00	
107	0.000000000000000e+00	4.811129999988421e-01	1.176829268292683e+00	1.225745504857560e+03	-2.022218067707278e-13	8.916599999981263e+05	1.013250000000002e+05	3.000000000000006e+02	3.419434217655787e-16	2.999999999995593e+00	
108	0.000000000000000e+00	4.857839999988501e-01	1.176829268292683e+00	1.225745504857560e+03	-1.399443945239920e-13	8.916599999981263e+05	1.013250000000003e+05	3.000000000000011e+02	5.471094748249260e-16	2.999999999995590e+00	
