"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -2.128981831,       0.615354669,      0.9410957218,       3.660516479
          0,           0,           1,      -2.165324994,       0.627864717,      0.7616918797,       3.625040353
          0,           0,           2,      -2.199583438,       0.625724229,      0.5849225925,       3.591589421
          0,           0,           3,      -2.229216369,      0.6142766916,      0.4408441341,       3.562727295
          0,           0,           4,      -2.253126249,       0.598146361,      0.3558349409,       3.539024413
          0,           0,           5,      -2.270379731,      0.5836675253,      0.3143023498,       3.520979415
          0,           0,           6,      -2.284294684,      0.5711701267,      0.2866764422,       3.505562519
          0,           0,           7,      -2.298238643,      0.5576837029,      0.2672178038,        3.49016011
          0,           0,           8,      -2.311639555,      0.5430381306,      0.2678517062,       3.475799424
          0,           0,           9,      -2.324870654,       0.527339989,      0.2753576653,       3.462387619
          0,           0,          10,      -2.334742965,       0.515260249,      0.2800276411,       3.452591594
          0,           0,          11,      -2.337037053,      0.5111517058,      0.2881776341,       3.450595674
          0,           0,          12,      -2.341367554,      0.5052014725,      0.2923446051,       3.446725723
          0,           0,          13,      -2.348628801,      0.4959703041,      0.2968214162,       3.440084623
          0,           0,          14,      -2.353080301,      0.4900123399,      0.3030896807,         3.4361016
          0,           0,          15,      -2.353654202,      0.4887779009,      0.3081451653,       3.435843773
          0,           0,          16,       -2.35099646,      0.4910447329,      0.3149823788,       3.439384762
          0,           0,          17,      -2.351451042,      0.4918892863,      0.3043638445,       3.439986391
          0,           0,          18,      -2.355542028,      0.4883086937,      0.2944523963,       3.435816776
          0,           0,          19,      -2.363349222,      0.4799015807,       0.289514849,       3.428468851
          0,           0,          20,      -2.376326523,      0.4663169978,      0.2814586915,       3.414661705
          0,           0,          21,      -2.391586213,      0.4512609753,      0.2619275574,       3.398722108
          0,           0,          22,      -2.402319613,      0.4401170767,      0.2545568703,       3.387876099
          0,           0,          23,        -2.4146567,      0.4276643144,      0.2454534354,       3.375394971
          0,           0,          24,      -2.433633963,      0.4085527797,      0.2224087809,       3.355072406
          0,           0,          25,       -2.45097621,      0.3915898549,      0.1961377581,       3.336550025
          0,           0,          26,      -2.467166732,      0.3746167007,      0.1818101575,       3.319623947
          0,           0,          27,      -2.487994451,      0.3538171708,      0.1570493826,       3.297135844
          0,           0,          28,      -2.502707727,      0.3377933154,      0.1456082392,       3.282241593
          0,           0,          29,      -2.518194946,      0.3214437183,      0.1357862289,       3.266024696
