"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -1.360893364,       1.855724129,        2.05911619,        5.11392132
          0,           0,           1,      -1.379838794,       1.885892794,       1.887601791,       5.094828427
          0,           0,           2,      -1.395204383,       1.898688231,       1.739714543,       5.079734453
          0,           0,           3,      -1.407159754,       1.905679247,       1.600814453,       5.068179604
          0,           0,           4,      -1.418010361,       1.904737246,       1.501985256,       5.057793065
          0,           0,           5,      -1.432783838,       1.894628136,       1.438843662,       5.043428088
          0,           0,           6,      -1.448023219,         1.8808459,       1.410459552,       5.028450313
          0,           0,           7,      -1.459497715,       1.869716761,       1.397456807,       5.017160085
          0,           0,           8,      -1.467084823,       1.862366574,       1.387532154,       5.009733266
          0,           0,           9,      -1.472970505,       1.856962438,       1.379600929,       5.003784545
          0,           0,          10,      -1.476193277,       1.853704708,       1.379314242,        5.00036719
          0,           0,          11,      -1.479631919,       1.850134286,       1.381528597,       4.996677455
          0,           0,          12,      -1.484109474,       1.845150786,       1.383158332,       4.991985214
          0,           0,          13,      -1.493039892,       1.835539528,       1.379011172,       4.982602761
          0,           0,          14,       -1.50591508,       1.821681384,       1.375915647,       4.969158791
          0,           0,          15,      -1.523209008,       1.802440464,       1.382451323,       4.951334215
          0,           0,          16,      -1.541005296,       1.782568067,       1.389546771,       4.932689645
          0,           0,          17,      -1.550081667,       1.773031027,       1.382092279,       4.922727747
          0,           0,          18,       -1.54242265,       1.781395497,       1.383481127,       4.930063585
          0,           0,          19,      -1.521842246,       1.802877162,       1.390362473,       4.951506582
          0,           0,          20,      -1.499611638,       1.825534565,       1.405533237,       4.975237328
          0,           0,          21,      -1.483342458,         1.8412296,       1.419074556,       4.993282144
          0,           0,          22,      -1.484796406,       1.836515928,       1.452376684,       4.993133034
          0,           0,          23,      -1.508218181,       1.809602285,       1.462923464,       4.968943987
          0,           0,          24,      -1.519236348,        1.79906388,       1.457611015,       4.955962089
          0,           0,          25,      -1.484096873,       1.838190952,        1.46294006,       4.992932995
          0,           0,          26,      -1.469743352,       1.854003162,       1.464332308,       5.008789478
          0,           0,          27,      -1.488933513,       1.833094894,       1.455413977,       4.987541817
          0,           0,          28,      -1.494169442,       1.828855667,       1.440592341,       4.983123901
          0,           0,          29,      -1.494537438,       1.830539769,       1.426481969,       4.983505824
          0,           0,          30,      -1.514165834,       1.811952413,       1.415478788,       4.962575827
          0,           0,          31,       -1.52906943,       1.798035395,       1.381832522,       4.947681712
          0,           0,          32,      -1.504134263,       1.824151261,       1.407843604,       4.973245634
          0,           0,          33,      -1.507581011,       1.820311939,        1.44245738,       4.969730866
          0,           0,          34,      -1.534645331,       1.791859353,       1.402340633,       4.941773933
          0,           0,          35,      -1.527928102,        1.79915123,        1.40716609,       4.949084776
          0,           0,          36,      -1.529989409,       1.799123765,        1.40220822,       4.946915536
          0,           0,          37,       -1.51957635,       1.809228673,       1.417808659,       4.957367104
          0,           0,          38,      -1.476091333,       1.852132091,       1.486035104,       5.003279443
          0,           0,          39,      -1.508289868,       1.820512034,       1.439400683,       4.970755224
          0,           0,          40,      -1.506022473,       1.822903103,       1.454248554,       4.972724453
          0,           0,          41,      -1.490838995,        1.83814134,       1.482802297,       4.988379679
          0,           0,          42,      -1.466881705,       1.861406567,       1.510587877,        5.01461828
          0,           0,          43,      -1.520798062,       1.808964931,        1.40822272,       4.959776438
          0,           0,          44,      -1.514706581,        1.81679375,       1.447353156,       4.966073909
          0,           0,          45,      -1.513957998,       1.818706272,       1.424839168,       4.966786526
          0,           0,          46,      -1.514871794,       1.818281092,       1.416998977,       4.966566177
          0,           0,          47,      -1.522271596,       1.810348326,       1.407258414,       4.959810766
          0,           0,          48,      -1.564755654,       1.768215438,       1.336787262,       4.916662109
          0,           0,          49,      -1.553767621,       1.778884942,       1.401124884,       4.927596652
          0,           0,          50,      -1.601163021,       1.732591094,       1.303238989,       4.879910684
          0,           0,          51,      -1.626421267,       1.707140014,       1.293162055,       4.852970514
          0,           0,          52,      -1.651901964,       1.682107277,       1.262203736,       4.826561602
          0,           0,          53,      -1.661725334,       1.672935556,       1.250311783,       4.815961797
          0,           0,          54,      -1.648688786,       1.685633594,       1.301204076,       4.829979773
          0,           0,          55,      -1.680653612,       1.654666351,       1.214009607,         4.7973933
          0,           0,          56,      -1.684888176,       1.649562019,       1.245775233,       4.791729623
          0,           0,          57,      -1.699457539,       1.635996396,       1.199162933,       4.777220014
          0,           0,          58,      -1.731481198,       1.603190965,       1.174562812,       4.744694816
          0,           0,          59,      -1.743468312,       1.590419903,       1.168078363,        4.73171423
          0,           0,          60,      -1.727515105,       1.605222147,       1.223025738,       4.748143757
          0,           0,          61,      -1.731995146,       1.599227689,       1.235117814,        4.74346615
          0,           0,          62,      -1.766755879,       1.564027583,       1.172050778,       4.708351166
          0,           0,          63,      -1.789568558,       1.538186404,       1.209672341,       4.685195703
          0,           0,          64,      -1.805965199,       1.521419145,       1.189227386,       4.668816634
          0,           0,          65,       -1.85127178,       1.474366757,       1.135010375,       4.623052685
          0,           0,          66,      -1.898880873,       1.425474665,       1.085994157,       4.575322977
          0,           0,          67,      -1.927606802,       1.394657067,       1.097693076,       4.546231196
          0,           0,          68,      -1.971064311,       1.351129983,       1.081782432,       4.503401156
          0,           0,          69,      -2.017251026,       1.299347733,       1.059150152,       4.457291214
          0,           0,          70,      -2.137813991,        1.17299375,      0.9560031744,       4.336717629
          0,           0,          71,      -2.202305402,       1.111722193,      0.8620548844,        4.27175685
          0,           0,          72,      -2.232330517,       1.075920711,      0.8930474753,       4.241889909
          0,           0,          73,      -2.290051984,       1.012531045,      0.8529427135,       4.183923956
          0,           0,          74,      -2.335835821,      0.9666273448,      0.7961228182,       4.138118064
          0,           0,          75,      -2.403840777,      0.9072928615,      0.6759219256,       4.069694995
          0,           0,          76,      -2.437946893,      0.8743938657,      0.6307921621,       4.035331878
          0,           0,          77,      -2.503991836,      0.8189842293,      0.4605149112,       3.968570964
          0,           0,          78,      -2.512413671,      0.8120762479,       0.422456022,       3.960003225
          0,           0,          79,      -2.513295228,      0.8115351089,      0.4158683149,       3.959074774
