"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,     -0.6555382043,       2.222703141,       2.592511133,       5.625114839
          0,           0,           1,      -0.634589045,       2.341389403,       2.504547332,       5.643643305
          0,           0,           2,     -0.6686302758,       2.291595774,       2.484994448,       5.607904266
          0,           0,           3,     -0.7156097069,       2.253215051,       2.444818296,       5.562674339
          0,           0,           4,     -0.7645088532,       2.315066927,       2.334630102,       5.521011622
          0,           0,           5,      -0.709839821,       2.379693206,       2.246743279,       5.569237468
          0,           0,           6,     -0.7466465694,       2.332870311,       2.232459749,       5.540176301
          0,           0,           7,     -0.7199163946,        2.36752283,        2.25011334,       5.561373858
          0,           0,           8,      -0.705576894,       2.384644687,       2.286906863,       5.576323711
          0,           0,           9,      -0.742235811,       2.357530493,       2.243596644,       5.540733508
          0,           0,          10,     -0.7689452534,       2.325999291,       2.262586262,       5.513967787
          0,           0,          11,     -0.7944776824,       2.298346225,       2.250723034,       5.487041245
          0,           0,          12,     -0.8036001087,        2.29041816,        2.23040315,       5.477021833
          0,           0,          13,     -0.8067369437,        2.29247345,       2.204557734,       5.474261257
          0,           0,          14,     -0.8050383789,       2.292751472,       2.200361092,       5.476091312
          0,           0,          15,     -0.8058670648,       2.292394841,       2.190448263,       5.475017442
          0,           0,          16,     -0.7932759571,       2.292014946,       2.211994307,       5.487912896
          0,           0,          17,     -0.7657070624,       2.304161203,       2.248005146,       5.517689325
          0,           0,          18,     -0.7908273424,       2.274296243,       2.242994006,       5.490758299
          0,           0,          19,     -0.7982860194,       2.274973783,       2.254296027,       5.483026264
          0,           0,          20,      -0.788596059,       2.292603237,       2.266318323,       5.490715214
          0,           0,          21,     -0.7965020965,       2.301316789,       2.246792987,       5.481355379
          0,           0,          22,     -0.7926495539,       2.307902168,       2.256776799,       5.485094794
          0,           0,          23,     -0.7937985142,       2.299350456,       2.253744773,       5.485749474
          0,           0,          24,     -0.8069360092,        2.29409315,       2.225763068,       5.473797727
          0,           0,          25,     -0.8157708355,       2.294157607,       2.214457861,       5.465232212
          0,           0,          26,     -0.8159170944,       2.297511282,        2.20947214,       5.464488974
          0,           0,          27,     -0.8172201008,       2.292071518,       2.197124892,       5.462733918
          0,           0,          28,     -0.8055777511,       2.296820518,       2.201639866,       5.476519934
          0,           0,          29,     -0.8043103704,        2.29528087,       2.230393599,       5.480472321
          0,           0,          30,     -0.8157511193,       2.291467111,       2.210756674,       5.467308253
          0,           0,          31,     -0.8163750433,       2.295716593,       2.190600669,       5.464897598
          0,           0,          32,     -0.8092158183,       2.298520234,       2.190048456,       5.471706659
          0,           0,          33,     -0.8016858038,       2.305790561,        2.19664809,       5.480469335
          0,           0,          34,     -0.7979148359,       2.310582966,       2.208868159,        5.48510068
          0,           0,          35,     -0.7997778613,       2.313172859,       2.197540624,       5.481659776
          0,           0,          36,      -0.794150293,       2.319419334,       2.192863439,        5.48669645
          0,           0,          37,     -0.7847474832,       2.327519308,       2.208240057,       5.497489401
          0,           0,          38,     -0.7746686747,       2.337308432,       2.226708802,       5.508953242
          0,           0,          39,     -0.7762644697,         2.3375172,       2.233461832,       5.507261957
          0,           0,          40,      -0.779815472,       2.338627007,       2.217811784,       5.502095921
          0,           0,          41,     -0.7783708749,       2.339946103,       2.216585151,       5.503976114
          0,           0,          42,     -0.7723970645,        2.34698199,       2.226588324,       5.511523505
          0,           0,          43,     -0.7670124957,        2.35218867,       2.241506723,       5.518009208
          0,           0,          44,     -0.7628156831,       2.359655523,       2.242381087,       5.521306722
          0,           0,          45,     -0.7642811766,       2.357457296,       2.237787952,       5.519237988
          0,           0,          46,     -0.7444951676,        2.38094428,        2.26892869,       5.538475171
          0,           0,          47,     -0.7426494693,       2.379982935,       2.278719328,       5.543430068
          0,           0,          48,      -0.740191519,       2.384026364,       2.274991327,       5.545196346
          0,           0,          49,     -0.7468505826,       2.377595639,       2.257808144,       5.538237061
          0,           0,          50,     -0.7230685767,        2.41039276,        2.28472474,       5.560333889
          0,           0,          51,     -0.7441084626,       2.379599709,       2.275230272,       5.541584635
          0,           0,          52,     -0.7188847108,       2.412875826,       2.314011711,       5.566702121
          0,           0,          53,     -0.7658471424,       2.361289249,       2.242261891,       5.519786896
          0,           0,          54,     -0.7574177298,       2.378621164,       2.239387951,       5.526696436
          0,           0,          55,     -0.7693276842,       2.363531444,       2.221793115,       5.514733627
          0,           0,          56,     -0.7405477621,        2.39506207,       2.265199267,       5.542870439
          0,           0,          57,     -0.7633739513,       2.369264761,        2.22363999,       5.520735276
          0,           0,          58,      -0.758601098,       2.374917753,       2.238975708,       5.525418533
          0,           0,          59,     -0.7764819041,       2.361025465,        2.21477366,       5.506972184
          0,           0,          60,     -0.7909781939,       2.346261158,       2.200473994,        5.49234208
          0,           0,          61,     -0.7967959643,       2.340704059,       2.201280439,       5.486603677
          0,           0,          62,     -0.7902551262,       2.350464306,       2.198091333,       5.493166908
          0,           0,          63,     -0.8016765873,       2.337898904,       2.184799364,       5.481489031
          0,           0,          64,     -0.7707295697,       2.379184515,       2.220109333,       5.512730845
          0,           0,          65,     -0.7773689046,       2.368904578,       2.217036596,       5.506468621
          0,           0,          66,     -0.7938121394,       2.351965383,       2.189421118,        5.48988518
          0,           0,          67,     -0.7941788104,       2.352835154,       2.197183395,       5.490042378
          0,           0,          68,     -0.8041310399,       2.343553167,       2.180582016,       5.479499921
          0,           0,          69,     -0.8101307064,       2.339458609,       2.167732667,       5.473392732
          0,           0,          70,     -0.7966970315,       2.357638292,       2.179924834,       5.488099544
          0,           0,          71,     -0.8093750976,       2.341576091,       2.173259856,       5.473488006
          0,           0,          72,     -0.8193625082,       2.331997398,       2.156862879,       5.463553855
          0,           0,          73,     -0.8177028892,       2.334835082,       2.157545353,        5.46551054
          0,           0,          74,     -0.8153048598,       2.340535083,       2.159619939,       5.466446174
          0,           0,          75,     -0.8308883374,       2.323012956,       2.143833109,       5.450402683
          0,           0,          76,     -0.8290301963,       2.324034957,       2.169402221,       5.452631466
          0,           0,          77,     -0.8424105741,       2.311870371,       2.135529938,         5.4392279
          0,           0,          78,     -0.8491476123,       2.307313987,       2.121988454,       5.432538925
