x,V101_H321,V151_H421,V201_H521,V301_H621,V401_H721
2.975157093942949471e-01,1.630939960479736328e+00,1.630947828292846680e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
2.990513488960762634e-01,1.630938172340393066e+00,1.630947828292846680e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.005869883978575796e-01,1.630938172340393066e+00,1.630947828292846680e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.021226278996388959e-01,1.630936622619628906e+00,1.630948185920715332e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.036582674014202121e-01,1.630935430526733398e+00,1.630948424339294434e+00,1.630948066711425781e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.051939069032015284e-01,1.630935311317443848e+00,1.630948781967163086e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.067295464049828446e-01,1.630936384201049805e+00,1.630949020385742188e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.082651859067641609e-01,1.630936384201049805e+00,1.630949378013610840e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.098008254085454771e-01,1.630939483642578125e+00,1.630949616432189941e+00,1.630947947502136230e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.113364649103267934e-01,1.630945324897766113e+00,1.630949854850769043e+00,1.630947828292846680e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.128721044121081096e-01,1.630953669548034668e+00,1.630949974060058594e+00,1.630947709083557129e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.144077439138894259e-01,1.630964398384094238e+00,1.630949854850769043e+00,1.630947709083557129e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.159433834156707421e-01,1.630964398384094238e+00,1.630949378013610840e+00,1.630947709083557129e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.174790229174520584e-01,1.630977749824523926e+00,1.630948543548583984e+00,1.630947709083557129e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.190146624192333746e-01,1.630993604660034180e+00,1.630947232246398926e+00,1.630947828292846680e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.205503019210146909e-01,1.631010651588439941e+00,1.630945205688476562e+00,1.630949258804321289e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.220859414227960071e-01,1.631029605865478516e+00,1.630929827690124512e+00,1.630950212478637695e+00,1.630947947502136230e+00,1.630947947502136230e+00
3.236215809245773234e-01,1.631029605865478516e+00,1.630928874015808105e+00,1.630950570106506348e+00,1.630948066711425781e+00,1.630947947502136453e+00
3.251572204263586396e-01,1.631049036979675293e+00,1.630931615829467773e+00,1.630950689315795898e+00,1.630948066711425781e+00,1.630947947502136008e+00
3.266928599281399559e-01,1.631063699722290039e+00,1.630939841270446777e+00,1.630949974060058594e+00,1.630947947502136230e+00,1.630947947502136008e+00
3.282284994299212721e-01,1.631067633628845215e+00,1.630955457687377930e+00,1.630946040153503418e+00,1.630947828292846680e+00,1.630947947502136230e+00
3.297641389317025884e-01,1.631043791770935059e+00,1.630977869033813477e+00,1.630942463874816895e+00,1.630947709083557129e+00,1.630947947502136230e+00
3.312997784334839046e-01,1.631043791770935059e+00,1.631004571914672852e+00,1.630938053131103516e+00,1.630947589874267578e+00,1.630947956892668582e+00
3.328354179352652209e-01,1.631000876426696777e+00,1.631033539772033691e+00,1.630930185317993164e+00,1.630947709083557129e+00,1.630948053223146177e+00
3.343710574370465372e-01,1.630901098251342773e+00,1.631058454513549805e+00,1.630929231643676758e+00,1.630948543548583984e+00,1.630948019920649417e+00
3.359066969388278534e-01,1.630775213241577148e+00,1.631072640419006348e+00,1.630932569503784180e+00,1.630949258804321289e+00,1.630947960807074049e+00
3.374423364406091697e-01,1.630658745765686035e+00,1.631059527397155762e+00,1.630962967872619629e+00,1.630950450897216797e+00,1.630947746118797115e+00
3.389779759423904859e-01,1.630460381507873535e+00,1.631031870841979980e+00,1.630987167358398438e+00,1.630950093269348145e+00,1.630947765930605753e+00
3.405136154441718022e-01,1.630460381507873535e+00,1.630929946899414062e+00,1.631015300750732422e+00,1.630945324897766113e+00,1.630948166617654183e+00
3.420492549459531184e-01,1.630357265472412109e+00,1.630796670913696289e+00,1.631040453910827637e+00,1.630936384201049805e+00,1.630949298859748486e+00
3.435848944477344347e-01,1.630254030227661133e+00,1.630652427673339844e+00,1.631037116050720215e+00,1.630933761596679688e+00,1.630949405691842546e+00
3.451205339495157509e-01,1.630352377891540527e+00,1.630492329597473145e+00,1.630993008613586426e+00,1.630946516990661621e+00,1.630945921370111185e+00
3.466561734512970672e-01,1.630353689193725586e+00,1.630360603332519531e+00,1.630884766578674316e+00,1.630967617034912109e+00,1.630939477490083833e+00
3.481918129530783834e-01,1.630353689193725586e+00,1.630484819412231445e+00,1.630569100379943848e+00,1.631028056144714355e+00,1.630935609288998389e+00
3.497274524548596997e-01,1.630286931991577148e+00,1.630363821983337402e+00,1.630436778068542480e+00,1.631047964096069336e+00,1.630964585688548629e+00
3.512630919566410714e-01,1.631046414375305176e+00,1.630459547042846680e+00,1.630360007286071777e+00,1.630946874618530273e+00,1.631022365541202834e+00
3.527987314584223877e-01,1.638187050819396973e+00,1.630520582199096680e+00,1.630248069763183594e+00,1.630773425102233887e+00,1.630998264681865928e+00
3.543343709602037039e-01,1.659240245819091797e+00,1.630304694175720215e+00,1.630668640136718750e+00,1.630213379859924316e+00,1.630772853371340592e+00
3.558700104619850202e-01,1.659240245819091797e+00,1.633887290954589844e+00,1.640863895416259766e+00,1.630176424980163574e+00,1.630248024284805197e+00
3.574056499637663364e-01,1.700800895690917969e+00,1.651344299316406250e+00,1.743687272071838379e+00,1.629546046257019043e+00,1.629849552201832141e+00
3.589412894655476527e-01,1.760935902595520020e+00,1.694381594657897949e+00,1.836270928382873535e+00,1.698457956314086914e+00,1.663659292270764922e+00
3.604769289673289689e-01,1.834721326828002930e+00,1.763151049613952637e+00,1.943966269493103027e+00,1.799311757087707520e+00,1.795408756052907506e+00
3.620125684691102852e-01,1.916456341743469238e+00,1.850828766822814941e+00,2.048109054565429688e+00,2.063956022262573242e+00,2.007381721753787929e+00
3.635482079708916014e-01,1.916456341743469238e+00,1.948629736900329590e+00,2.174188375473022461e+00,2.157832860946655273e+00,2.195543516434224074e+00
3.650838474726729177e-01,1.996176242828369141e+00,2.040827512741088867e+00,2.196980714797973633e+00,2.221474647521972656e+00,2.234577405928908966e+00
3.666194869744542340e-01,2.063443660736083984e+00,2.111590623855590820e+00,2.206184864044189453e+00,2.227389574050903320e+00,2.233799292927581170e+00
3.681551264762355502e-01,2.110386610031127930e+00,2.154479503631591797e+00,2.209690809249877930e+00,2.222172498703002930e+00,2.222544395698680120e+00
3.696907659780168665e-01,2.137960672378540039e+00,2.176650762557983398e+00,2.205509424209594727e+00,2.207780838012695312e+00,2.211005481556623131e+00
3.712264054797981827e-01,2.137960672378540039e+00,2.186128377914428711e+00,2.198821067810058594e+00,2.200686931610107422e+00,2.201772125687563531e+00
3.727620449815794990e-01,2.152331829071044922e+00,2.190264701843261719e+00,2.183046817779541016e+00,2.188383102416992188e+00,2.193583549502568175e+00
3.742976844833608152e-01,2.158536672592163086e+00,2.186634302139282227e+00,2.175045728683471680e+00,2.182849407196044922e+00,2.185218708937919807e+00
3.758333239851421315e-01,2.161062240600585938e+00,2.179948568344116211e+00,2.167441129684448242e+00,2.172107696533203125e+00,2.176595322926442755e+00
3.773689634869234477e-01,2.160923480987548828e+00,2.171441793441772461e+00,2.160289764404296875e+00,2.166702508926391602e+00,2.167872621912475317e+00
3.789046029887047640e-01,2.160923480987548828e+00,2.162052392959594727e+00,2.146966457366943359e+00,2.155726671218872070e+00,2.159166435529856098e+00
3.804402424904860802e-01,2.156734466552734375e+00,2.152387142181396484e+00,2.140593290328979492e+00,2.150193929672241211e+00,2.150505571065169264e+00
3.819758819922673965e-01,2.149453401565551758e+00,2.142930269241333008e+00,2.134294271469116211e+00,2.139146566390991211e+00,2.141893557247516178e+00
3.835115214940487127e-01,2.139266014099121094e+00,2.133935451507568359e+00,2.121737480163574219e+00,2.128195285797119141e+00,2.133340048245794485e+00
3.850471609958300290e-01,2.127863168716430664e+00,2.125449895858764648e+00,2.115449428558349609e+00,2.122762680053710938e+00,2.124866582181788921e+00
3.865828004976113452e-01,2.115900754928588867e+00,2.117383956909179688e+00,2.109157323837280273e+00,2.111979246139526367e+00,2.116481424797146182e+00
3.881184399993926615e-01,2.115900754928588867e+00,2.109637260437011719e+00,2.096600294113159180e+00,2.106626510620117188e+00,2.108171982938095823e+00
3.896540795011739777e-01,2.103849172592163086e+00,2.102109432220458984e+00,2.090354442596435547e+00,2.095999479293823242e+00,2.099920772128787139e+00
3.911897190029552940e-01,2.092104196548461914e+00,2.094710588455200195e+00,2.084139585494995117e+00,2.090725898742675781e+00,2.091716200909530698e+00
3.927253585047366102e-01,2.080882072448730469e+00,2.087378025054931641e+00,2.071820259094238281e+00,2.080260992050170898e+00,2.083562489159039188e+00
3.942609980065179265e-01,2.070231199264526367e+00,2.080077409744262695e+00,2.065720796585083008e+00,2.075069904327392578e+00,2.075472507968949110e+00
3.957966375082992427e-01,2.070231199264526367e+00,2.072791814804077148e+00,2.059662342071533203e+00,2.064769983291625977e+00,2.067458351184945364e+00
3.973322770100805590e-01,2.060078144073486328e+00,2.065515995025634766e+00,2.053645133972167969e+00,2.054579019546508789e+00,2.059529978636435388e+00
3.988679165118618752e-01,2.050334215164184570e+00,2.051010847091674805e+00,2.041731357574462891e+00,2.049523591995239258e+00,2.051677257762307693e+00
4.004035560136431915e-01,2.040922641754150391e+00,2.043799161911010742e+00,2.035832881927490234e+00,2.039492845535278320e+00,2.043889112204253067e+00
4.019391955154245077e-01,2.031764030456542969e+00,2.036627292633056641e+00,2.029972076416015625e+00,2.034517288208007812e+00,2.036156609068552115e+00
4.034748350172058240e-01,2.031764030456542969e+00,2.029503107070922852e+00,2.018361568450927734e+00,2.024645328521728516e+00,2.028476367164377958e+00
4.050104745189871402e-01,2.022785902023315430e+00,2.022432327270507812e+00,2.012611627578735352e+00,2.019749402999877930e+00,2.020854700537337401e+00
4.065461140207684565e-01,2.013932466506958008e+00,2.015418767929077148e+00,2.006898641586303711e+00,2.010036945343017578e+00,2.013301992141106389e+00
4.080817535225497728e-01,2.005168914794921875e+00,2.008464336395263672e+00,1.995584607124328613e+00,2.005220651626586914e+00,2.005822714776637206e+00
4.096173930243310890e-01,1.996475577354431152e+00,2.001570224761962891e+00,1.989983558654785156e+00,1.995667695999145508e+00,1.998418330385329789e+00
4.111530325261124053e-01,1.996475577354431152e+00,1.994736433029174805e+00,1.984419703483581543e+00,1.986220955848693848e+00,1.991085045535300857e+00
4.126886720278937215e-01,1.987841129302978516e+00,1.987962484359741211e+00,1.973402500152587891e+00,1.981537222862243652e+00,1.983816663748694253e+00
4.142243115296750378e-01,1.979260087013244629e+00,1.981247305870056152e+00,1.967948436737060547e+00,1.972248196601867676e+00,1.976608415552241205e+00
4.157599510314563540e-01,1.970732569694519043e+00,1.974589586257934570e+00,1.962530493736267090e+00,1.967642784118652344e+00,1.969456568234336569e+00
4.172955905332376703e-01,1.962261199951171875e+00,1.967987895011901855e+00,1.957148551940917969e+00,1.958509445190429688e+00,1.962364216497964442e+00
4.188312300350189865e-01,1.962261199951171875e+00,1.961440801620483398e+00,1.959496140480041504e+00,1.953981280326843262e+00,1.955335733915117835e+00
4.203668695368003028e-01,1.953850030899047852e+00,1.954946875572204590e+00,1.954181790351867676e+00,1.945001482963562012e+00,1.948375558016681719e+00
4.219025090385816190e-01,1.945503711700439453e+00,1.948505043983459473e+00,1.948902606964111328e+00,1.940549492835998535e+00,1.941484376496885211e+00
4.234381485403629353e-01,1.937228202819824219e+00,1.942114472389221191e+00,1.938448786735534668e+00,1.931720852851867676e+00,1.934654554217955180e+00
4.249737880421442515e-01,1.929031968116760254e+00,1.929484367370605469e+00,1.933273792266845703e+00,1.922991752624511719e+00,1.927880865033512414e+00
4.265094275439255678e-01,1.929031968116760254e+00,1.923244118690490723e+00,1.928133130073547363e+00,1.918664216995239258e+00,1.921159571310449898e+00
4.280450670457068840e-01,1.920926213264465332e+00,1.917053699493408203e+00,1.917954325675964355e+00,1.910082459449768066e+00,1.914490018794274828e+00
4.295807065474882003e-01,1.912926316261291504e+00,1.910912752151489258e+00,1.912915825843811035e+00,1.905828118324279785e+00,1.907878063052015349e+00
4.311163460492695165e-01,1.905049800872802734e+00,1.904820799827575684e+00,1.907910943031311035e+00,1.897391676902770996e+00,1.901322708627967817e+00
4.326519855510508328e-01,1.897318363189697266e+00,1.898777246475219727e+00,1.898001194000244141e+00,1.893209338188171387e+00,1.894826854990950160e+00
4.341876250528321490e-01,1.897318363189697266e+00,1.892780661582946777e+00,1.893095970153808594e+00,1.884915947914123535e+00,1.888390357801776887e+00
4.357232645546134653e-01,1.889747142791748047e+00,1.886829137802124023e+00,1.888223648071289062e+00,1.880804657936096191e+00,1.882011467255248149e+00
4.372589040563947815e-01,1.882345080375671387e+00,1.880920648574829102e+00,1.883384227752685547e+00,1.872652173042297363e+00,1.875691512859807286e+00
4.387945435581760978e-01,1.875093460083007812e+00,1.875053524971008301e+00,1.873803973197937012e+00,1.864592432975769043e+00,1.869424316256839358e+00
4.403301830599574140e-01,1.867957949638366699e+00,1.869227766990661621e+00,1.869063258171081543e+00,1.860597014427185059e+00,1.863210629028812626e+00
4.418658225617387303e-01,1.860827565193176270e+00,1.863447070121765137e+00,1.864355206489562988e+00,1.852674484252929688e+00,1.857052014002053664e+00
4.434014620635200465e-01,1.860827565193176270e+00,1.857720851898193359e+00,1.855034232139587402e+00,1.848747134208679199e+00,1.850949386672557484e+00
4.449371015653013628e-01,1.853569269180297852e+00,1.852064371109008789e+00,1.850418210029602051e+00,1.840959072113037109e+00,1.844906142615340805e+00
4.464727410670826790e-01,1.845962762832641602e+00,1.846499443054199219e+00,1.845828413963317871e+00,1.837098360061645508e+00,1.838916499700735230e+00
4.480083805688639953e-01,1.837880253791809082e+00,1.841048121452331543e+00,1.836717367172241211e+00,1.829443216323852539e+00,1.832977188452196593e+00
4.495440200706453115e-01,1.828952193260192871e+00,1.835731029510498047e+00,1.832195878028869629e+00,1.825649499893188477e+00,1.827085050473433725e+00
4.510796595724266833e-01,1.828952193260192871e+00,1.825470447540283203e+00,1.827704906463623047e+00,1.818131208419799805e+00,1.821238427144570515e+00
4.526152990742079996e-01,1.819243192672729492e+00,1.820403814315795898e+00,1.818881988525390625e+00,1.810698628425598145e+00,1.815440200423634742e+00
4.541509385759893158e-01,1.809219121932983398e+00,1.815163850784301758e+00,1.814599990844726562e+00,1.807006716728210449e+00,1.809691519922206560e+00
4.556865780777706321e-01,1.798940062522888184e+00,1.809492111206054688e+00,1.810435056686401367e+00,1.799653649330139160e+00,1.803995338995709297e+00
4.572222175795519483e-01,1.789778709411621094e+00,1.803171277046203613e+00,1.806384325027465820e+00,1.796001672744750977e+00,1.798356168398540067e+00
4.587578570813332646e-01,1.789778709411621094e+00,1.796041965484619141e+00,1.798359751701354980e+00,1.788876295089721680e+00,1.792765243708209777e+00
4.602934965831145808e-01,1.784227132797241211e+00,1.788392186164855957e+00,1.794047713279724121e+00,1.785480737686157227e+00,1.787195607000208852e+00
4.618291360848958971e-01,1.780942320823669434e+00,1.780311822891235352e+00,1.789278030395507812e+00,1.778987765312194824e+00,1.781672542659447078e+00
4.633647755866772133e-01,1.779378414154052734e+00,1.773199200630187988e+00,1.777463912963867188e+00,1.775581002235412598e+00,1.776412917624401011e+00
4.649004150884585296e-01,1.791610479354858398e+00,1.768834948539733887e+00,1.770617842674255371e+00,1.766336083412170410e+00,1.771465557071133290e+00
4.664360545902398458e-01,1.791610479354858398e+00,1.765887737274169922e+00,1.764556288719177246e+00,1.754384040832519531e+00,1.765757590633993068e+00
4.679716940920211621e-01,1.845846056938171387e+00,1.769083023071289062e+00,1.758104324340820312e+00,1.750911593437194824e+00,1.756949996393472269e+00
4.695073335938024783e-01,1.962735295295715332e+00,1.810130715370178223e+00,1.769059777259826660e+00,1.796621680259704590e+00,1.746806907962113797e+00
4.710429730955837946e-01,2.130790948867797852e+00,1.928727984428405762e+00,1.843401312828063965e+00,1.976167559623718262e+00,1.853468734990499911e+00
4.725786125973651108e-01,2.321448802947998047e+00,2.117634773254394531e+00,2.240135908126831055e+00,2.536281347274780273e+00,2.256029457332004995e+00
4.741142520991464271e-01,2.321448802947998047e+00,2.341600418090820312e+00,2.473587751388549805e+00,2.668510913848876953e+00,2.623583150531260344e+00
4.756498916009277433e-01,2.489094495773315430e+00,2.530607461929321289e+00,2.618244886398315430e+00,2.727498292922973633e+00,2.724991418027398637e+00
4.771855311027090596e-01,2.590762376785278320e+00,2.677713632583618164e+00,2.681740999221801758e+00,2.720745801925659180e+00,2.714835174418867680e+00
4.787211706044903758e-01,2.639163494110107422e+00,2.693666219711303711e+00,2.710972309112548828e+00,2.698846101760864258e+00,2.703639331703963755e+00
4.802568101062716921e-01,2.658567905426025391e+00,2.695709228515625000e+00,2.703320980072021484e+00,2.690752506256103516e+00,2.694849532913675905e+00
4.817924496080530083e-01,2.658567905426025391e+00,2.683634042739868164e+00,2.690954685211181641e+00,2.677179336547851562e+00,2.685277544674976369e+00
4.833280891098343246e-01,2.664219617843627930e+00,2.667837142944335938e+00,2.665936231613159180e+00,2.661477327346801758e+00,2.673014450460861724e+00
4.848637286116156409e-01,2.656092166900634766e+00,2.651363849639892578e+00,2.655076503753662109e+00,2.652623176574707031e+00,2.659426003345767953e+00
4.863993681133969571e-01,2.639223575592041016e+00,2.635733366012573242e+00,2.644866228103637695e+00,2.634098529815673828e+00,2.645420325309601139e+00
4.879350076151782734e-01,2.618952751159667969e+00,2.621409177780151367e+00,2.624484300613403320e+00,2.624720096588134766e+00,2.631158891406200517e+00
4.894706471169595896e-01,2.597819089889526367e+00,2.608070373535156250e+00,2.613884925842285156e+00,2.605921983718872070e+00,2.616664057112302544e+00
4.910062866187409059e-01,2.597819089889526367e+00,2.595179557800292969e+00,2.603029489517211914e+00,2.608821868896484375e+00,2.602048868126326298e+00
4.925419261205222221e-01,2.577322721481323242e+00,2.582372903823852539e+00,2.580963134765625000e+00,2.590185642242431641e+00,2.587413189016056769e+00
4.940775656223035384e-01,2.558119773864746094e+00,2.569454669952392578e+00,2.569920539855957031e+00,2.580859184265136719e+00,2.572815246048568483e+00
4.956132051240848546e-01,2.540194034576416016e+00,2.556384086608886719e+00,2.558930873870849609e+00,2.562262535095214844e+00,2.558301848535521117e+00
4.971488446258661709e-01,2.523141145706176758e+00,2.543214082717895508e+00,2.548008441925048828e+00,2.543802022933959961e+00,2.543883068964708727e+00
4.986844841276474871e-01,2.523141145706176758e+00,2.530022144317626953e+00,2.526372671127319336e+00,2.534632205963134766e+00,2.529561667029081917e+00
5.002201236294288034e-01,2.506603717803955078e+00,2.516878604888916016e+00,2.515658140182495117e+00,2.516421318054199219e+00,2.515349357933380325e+00
5.017557631312101751e-01,2.490331172943115234e+00,2.503830909729003906e+00,2.505014419555664062e+00,2.507383823394775391e+00,2.501260909949362343e+00
5.032914026329914359e-01,2.474172353744506836e+00,2.478106737136840820e+00,2.483949899673461914e+00,2.489454984664916992e+00,2.487306859500547418e+00
5.048270421347726966e-01,2.458069086074829102e+00,2.465439558029174805e+00,2.473535776138305664e+00,2.480567693710327148e+00,2.473492913967781703e+00
5.063626816365540684e-01,2.458069086074829102e+00,2.452900409698486328e+00,2.463203430175781250e+00,2.462955951690673828e+00,2.459826773354139462e+00
5.078983211383354401e-01,2.442027568817138672e+00,2.440486669540405273e+00,2.442790985107421875e+00,2.454235315322875977e+00,2.446316244728087952e+00
5.094339606401167009e-01,2.426080942153930664e+00,2.428197622299194336e+00,2.432711839675903320e+00,2.436973571777343750e+00,2.432982096183060605e+00
5.109696001418980726e-01,2.410265684127807617e+00,2.416032791137695312e+00,2.422717571258544922e+00,2.419961929321289062e+00,2.419809692744729901e+00
5.125052396436793334e-01,2.394612550735473633e+00,2.403992414474487305e+00,2.402982473373413086e+00,2.411553144454956055e+00,2.406780461102249191e+00
5.140408791454607051e-01,2.394612550735473633e+00,2.392076253890991211e+00,2.393240928649902344e+00,2.394932031631469727e+00,2.393893604202705916e+00
5.155765186472419659e-01,2.379141569137573242e+00,2.380283594131469727e+00,2.383582115173339844e+00,2.386719942092895508e+00,2.381153631076808885e+00
5.171121581490233376e-01,2.363864183425903320e+00,2.368613243103027344e+00,2.374005794525146484e+00,2.370491504669189453e+00,2.368581436222514824e+00
5.186477976508045984e-01,2.348784685134887695e+00,2.357062816619873047e+00,2.355097055435180664e+00,2.362473726272583008e+00,2.356166216451089035e+00
5.201834371525859702e-01,2.333903312683105469e+00,2.345630168914794922e+00,2.345762968063354492e+00,2.346627235412597656e+00,2.343900926945595486e+00
5.217190766543672309e-01,2.333903312683105469e+00,2.334311962127685547e+00,2.336508035659790039e+00,2.338796615600585938e+00,2.331782714991090799e+00
5.232547161561486027e-01,2.319218158721923828e+00,2.323105812072753906e+00,2.318231582641601562e+00,2.323316335678100586e+00,2.319816936414828668e+00
5.247903556579298634e-01,2.304726600646972656e+00,2.312008857727050781e+00,2.309208393096923828e+00,2.308071374893188477e+00,2.308006957430200679e+00
5.263259951597112352e-01,2.290425539016723633e+00,2.301018714904785156e+00,2.300260782241821289e+00,2.300535202026367188e+00,2.296344588823385102e+00
5.278616346614924959e-01,2.276311635971069336e+00,2.290133237838745117e+00,2.282588481903076172e+00,2.285631656646728516e+00,2.284815609095064204e+00
5.293972741632738677e-01,2.276311635971069336e+00,2.268668889999389648e+00,2.273861885070800781e+00,2.278262853622436523e+00,2.273409049181768893e+00
5.309329136650551284e-01,2.262382030487060547e+00,2.258087396621704102e+00,2.265207290649414062e+00,2.263686656951904297e+00,2.262125155525771092e+00
5.324685531668365002e-01,2.248633146286010742e+00,2.247605085372924805e+00,2.248110294342041016e+00,2.256477594375610352e+00,2.250963710829895881e+00
5.340041926686177609e-01,2.235062599182128906e+00,2.237221002578735352e+00,2.239666223526000977e+00,2.242211341857910156e+00,2.239924157998872012e+00
5.355398321703991327e-01,2.221668004989624023e+00,2.226934194564819336e+00,2.231290817260742188e+00,2.235152006149291992e+00,2.228995686252570607e+00
5.370754716721803934e-01,2.221668004989624023e+00,2.216744422912597656e+00,2.222982883453369141e+00,2.221174716949462891e+00,2.218176579045187502e+00
5.386111111739617652e-01,2.208446502685546875e+00,2.206650733947753906e+00,2.206567049026489258e+00,2.207379102706909180e+00,2.207467937514516976e+00
5.401467506757430259e-01,2.195396423339843750e+00,2.196652889251708984e+00,2.198457717895507812e+00,2.200547218322753906e+00,2.196871504300578870e+00
5.416823901775243977e-01,2.182515621185302734e+00,2.186750173568725586e+00,2.190412759780883789e+00,2.187012434005737305e+00,2.186390323592264373e+00
5.432180296793056584e-01,2.169802427291870117e+00,2.176941871643066406e+00,2.174514532089233398e+00,2.180308580398559570e+00,2.176015734686314929e+00
5.447536691810870302e-01,2.157254457473754883e+00,2.167227268218994141e+00,2.166659593582153320e+00,2.167027473449707031e+00,2.165745034875759423e+00
5.462893086828682909e-01,2.157254457473754883e+00,2.157605886459350586e+00,2.158866643905639648e+00,2.160450220108032227e+00,2.155574213797289751e+00
5.478249481846496627e-01,2.144869804382324219e+00,2.148077249526977539e+00,2.143464803695678711e+00,2.147422552108764648e+00,2.145499285972869430e+00
5.493605876864309234e-01,2.132646322250366211e+00,2.138640165328979492e+00,2.135854482650756836e+00,2.140972375869750977e+00,2.135524929171679354e+00
5.508962271882122952e-01,2.120581388473510742e+00,2.129294157028198242e+00,2.128304004669189453e+00,2.128200531005859375e+00,2.125644511723125518e+00
5.524318666899935559e-01,2.108672857284545898e+00,2.120038747787475586e+00,2.120812654495239258e+00,2.115599632263183594e+00,2.115857977686416369e+00
5.539675061917749277e-01,2.108672857284545898e+00,2.110873222351074219e+00,2.106005668640136719e+00,2.109363317489624023e+00,2.106164850848572634e+00
5.555031456935561884e-01,2.096918106079101562e+00,2.092809438705444336e+00,2.098689079284667969e+00,2.097018241882324219e+00,2.096567428587182924e+00
5.570387851953375602e-01,2.085314512252807617e+00,2.083910465240478516e+00,2.091429471969604492e+00,2.090909242630004883e+00,2.087071874424418105e+00
5.585744246971188209e-01,2.073859691619873047e+00,2.075099468231201172e+00,2.077080011367797852e+00,2.078816413879394531e+00,2.077676199645005717e+00
5.601100641989001927e-01,2.062551021575927734e+00,2.066375970840454102e+00,2.069988965988159180e+00,2.072832107543945312e+00,2.068377994772588657e+00
5.616457037006814534e-01,2.062551021575927734e+00,2.057739496231079102e+00,2.062953233718872070e+00,2.060984373092651367e+00,2.059176214148287443e+00
5.631813432024628252e-01,2.051386356353759766e+00,2.049189567565917969e+00,2.049045324325561523e+00,2.055119752883911133e+00,2.050068929277418128e+00
5.647169827042440859e-01,2.040363311767578125e+00,2.040725946426391602e+00,2.042172193527221680e+00,2.043505191802978516e+00,2.041058158830457714e+00
5.662526222060254577e-01,2.029479742050170898e+00,2.032347679138183594e+00,2.035352230072021484e+00,2.032038211822509766e+00,2.032142206401625906e+00
5.677882617078067184e-01,2.018733263015747070e+00,2.024054050445556641e+00,2.021869897842407227e+00,2.026358127593994141e+00,2.023315386265463367e+00
5.693239012095880902e-01,2.018733263015747070e+00,2.015844345092773438e+00,2.015206813812255859e+00,2.015100479125976562e+00,2.014575801709095337e+00
5.708595407113693510e-01,2.008121967315673828e+00,2.007717370986938477e+00,2.008594751358032227e+00,2.009521961212158203e+00,2.005919719117316369e+00
5.723951802131507227e-01,1.997643709182739258e+00,1.999672293663024902e+00,2.002033710479736328e+00,1.998463511466979980e+00,1.997349510665342720e+00
5.739308197149319835e-01,1.987296819686889648e+00,1.991707801818847656e+00,1.989062190055847168e+00,1.992983102798461914e+00,1.988869762045804457e+00
5.754664592167133552e-01,1.977079153060913086e+00,1.983822584152221680e+00,1.982650876045227051e+00,1.982119917869567871e+00,1.980474329185653914e+00
5.770020987184946160e-01,1.977079153060913086e+00,1.976015210151672363e+00,1.976288676261901855e+00,1.976737618446350098e+00,1.972162728574713420e+00
5.785377382202759877e-01,1.966988921165466309e+00,1.968284249305725098e+00,1.963709592819213867e+00,1.966073155403137207e+00,1.963933198912281242e+00
5.800733777220572485e-01,1.957024574279785156e+00,1.960628032684326172e+00,1.957491993904113770e+00,1.955544948577880859e+00,1.955785170930727901e+00
5.816090172238386202e-01,1.947184324264526367e+00,1.945534110069274902e+00,1.951321840286254883e+00,1.950332999229431152e+00,1.947726886999236129e+00
5.831446567256198810e-01,1.937466502189636230e+00,1.938093304634094238e+00,1.939121961593627930e+00,1.940014958381652832e+00,1.939749155435261052e+00
5.846802962274012527e-01,1.937466502189636230e+00,1.930721402168273926e+00,1.933091640472412109e+00,1.934909343719482422e+00,1.931851059820273164e+00
5.862159357291825135e-01,1.927869915962219238e+00,1.923416852951049805e+00,1.927107095718383789e+00,1.924804925918579102e+00,1.924031443700896737e+00
5.877515752309638852e-01,1.918392777442932129e+00,1.916178345680236816e+00,1.915274143218994141e+00,1.919805765151977539e+00,1.916286505922744077e+00
5.892872147327451460e-01,1.909034013748168945e+00,1.909004926681518555e+00,1.909425020217895508e+00,1.909911870956420898e+00,1.908624599571578706e+00
5.908228542345265177e-01,1.899792194366455078e+00,1.901895403861999512e+00,1.903620362281799316e+00,1.905016064643859863e+00,1.901039598498569738e+00
5.923584937363077785e-01,1.899792194366455078e+00,1.894848823547363281e+00,1.897859692573547363e+00,1.895322918891906738e+00,1.893529556247968593e+00
5.938941332380891502e-01,1.890666127204895020e+00,1.887864470481872559e+00,1.886469244956970215e+00,1.885755777359008789e+00,1.886093904775600905e+00
