x,npz,vtu
0.000000000000000000e+00,3.000000000000000000e+02,3.000000000000000000e+02
2.431372567719104153e-03,3.000000000000000000e+02,3.000000000000000000e+02
4.862745135438208306e-03,3.000000000000000000e+02,2.999999999999999432e+02
7.294117703157312893e-03,3.000000000000000000e+02,3.000000000000000000e+02
9.725490270876416612e-03,3.000000000000000000e+02,3.000000000000000000e+02
1.215686283859552033e-02,3.000000000000000000e+02,3.000000000000000000e+02
1.458823540631462579e-02,3.000000000000000000e+02,3.000000000000000000e+02
1.701960797403372777e-02,3.000000000000000000e+02,3.000000000000000000e+02
1.945098054175283322e-02,3.000000000000000000e+02,3.000000000000000000e+02
2.188235310947193868e-02,3.000000000000000000e+02,3.000000000000000000e+02
2.431372567719104066e-02,3.000000000000000000e+02,3.000000000000000000e+02
2.674509824491014612e-02,3.000000000000000000e+02,3.000000000000000000e+02
2.917647081262925157e-02,3.000000000000000000e+02,3.000000000000000000e+02
3.160784338034835356e-02,3.000000000000000000e+02,3.000000000000000000e+02
3.403921594806745554e-02,3.000000000000000000e+02,3.000000000000000000e+02
3.647058851578656447e-02,3.000000000000000000e+02,3.000000000000000000e+02
3.890196108350566645e-02,3.000000000000000000e+02,3.000000000000000000e+02
4.133333365122476843e-02,3.000000000000000000e+02,3.000000000000000000e+02
4.376470621894387736e-02,3.000000000000000000e+02,3.000000000000000000e+02
4.619607878666297934e-02,3.000000000000000000e+02,3.000000000000000000e+02
4.862745135438208133e-02,3.000000000000000000e+02,3.000000000000000000e+02
5.105882392210119025e-02,3.000000000000000000e+02,3.000000000000000000e+02
5.349019648982029224e-02,3.000000000000000000e+02,3.000000000000000000e+02
5.592156905753939422e-02,3.000000000000000000e+02,3.000000000000000000e+02
5.835294162525850314e-02,3.000000000000000000e+02,3.000000000000000000e+02
6.078431419297760513e-02,3.000000000000000000e+02,3.000000000000000000e+02
6.321568676069670711e-02,3.000000000000000000e+02,3.000000000000000568e+02
6.564705932841581604e-02,3.000000000000000000e+02,3.000000000000000568e+02
6.807843189613491108e-02,3.000000000000000000e+02,3.000000000000000000e+02
7.050980446385402001e-02,3.000000000000000000e+02,3.000000000000000000e+02
7.294117703157312893e-02,3.000000000000000000e+02,3.000000000000000000e+02
7.537254959929222398e-02,3.000000000000000000e+02,3.000000000000000000e+02
7.780392216701133290e-02,3.000000000000000000e+02,3.000000000000000000e+02
8.023529473473044182e-02,3.000000000000000000e+02,3.000000000000000000e+02
8.266666730244953687e-02,3.000000000000000000e+02,2.999999999999999432e+02
8.509803987016864579e-02,3.000000000000000000e+02,3.000000000000000000e+02
8.752941243788775472e-02,3.000000000000000000e+02,3.000000000000000000e+02
8.996078500560684976e-02,2.999999999999999432e+02,3.000000000000000000e+02
9.239215757332595869e-02,2.999999999999999432e+02,3.000000000000000000e+02
9.482353014104506761e-02,3.000000000000000000e+02,3.000000000000000000e+02
9.725490270876416266e-02,3.000000000000000000e+02,2.999999999999999432e+02
9.968627527648327158e-02,3.000000000000000000e+02,3.000000000000000000e+02
1.021176478442023805e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.045490204119214755e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.069803929796405845e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.094117655473596934e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.118431381150787884e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.142745106827978974e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.167058832505170063e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.191372558182361013e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.215686283859552103e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.240000009536743053e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.264313735213934142e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.288627460891125232e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.312941186568316321e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.337254912245507410e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.361568637922698222e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.385882363599889311e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.410196089277080400e-01,3.000000000000000000e+02,2.999999999999999432e+02
1.434509814954271489e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.458823540631462579e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.483137266308653668e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.507450991985844480e-01,2.999999999999999432e+02,3.000000000000000000e+02
1.531764717663035569e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.556078443340226658e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.580392169017417747e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.604705894694608836e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.629019620371799648e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.653333346048990737e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.677647071726181827e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.701960797403372916e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.726274523080564005e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.750588248757755094e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.774901974434945906e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.799215700112136995e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.823529425789328084e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.847843151466519174e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.872156877143710263e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.896470602820901352e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.920784328498092164e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.945098054175283253e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.969411779852474342e-01,3.000000000000000000e+02,3.000000000000000000e+02
1.993725505529665432e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.018039231206856521e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.042352956884047610e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.066666682561238422e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.090980408238429511e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.115294133915620600e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.139607859592811689e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.163921585270002779e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.188235310947193868e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.212549036624384680e-01,3.000000000000000000e+02,3.000000000000000568e+02
2.236862762301575769e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.261176487978766858e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.285490213655957947e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.309803939333149037e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.334117665010340126e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.358431390687530937e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.382745116364722027e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.407058842041913116e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.431372567719104205e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.455686293396295294e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.480000019073486106e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.504313744750677473e-01,3.000000000000000568e+02,3.000000000000000000e+02
2.528627470427868285e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.552941196105059096e-01,2.999999999999999432e+02,3.000000000000000000e+02
2.577254921782250463e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.601568647459441275e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.625882373136632641e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.650196098813823453e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.674509824491014820e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.698823550168205632e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.723137275845396443e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.747451001522587810e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.771764727199778622e-01,3.000000000000000000e+02,3.000000000000000000e+02
2.796078452876969989e-01,3.000000000000000000e+02,3.000000000000000000e+02
