"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      0.7774236224,       5.138335799,        4.87774613,       7.025322494
          0,           0,           1,       1.946933572,       5.097959216,       4.840876943,        8.25595804
          0,           0,           2,       1.839915927,        4.98005152,       4.756747819,       8.152936455
          0,           0,           3,       1.833928495,       4.953425928,       4.814362703,       8.142481463
          0,           0,           4,       1.793444023,       4.907201767,       4.805396038,       8.102305932
          0,           0,           5,       1.736175112,       4.856985553,       4.751869184,       8.038706814
          0,           0,           6,       1.780297115,        4.89844968,       4.808630417,       8.091816867
          0,           0,           7,       1.740506587,       4.878688112,       4.757120418,       8.052706609
          0,           0,           8,       1.831936347,       4.971242955,       4.852276708,       8.155980066
          0,           0,           9,        1.79654126,       4.952189762,       4.811125838,       8.119381233
          0,           0,          10,       1.856737146,       5.017670131,       4.867948853,         8.1820848
          0,           0,          11,       1.782583576,       4.942838512,       4.789199898,       8.102356771
          0,           0,          12,       1.808550961,       4.960884235,       4.826621105,       8.125488149
          0,           0,          13,       1.738544324,       4.903910846,       4.725536713,       8.047364738
          0,           0,          14,        1.68138152,       4.846811775,       4.661139011,       7.985853619
          0,           0,          15,        1.38073643,       4.560987497,       4.348407611,       7.689280893
          0,           0,          16,       0.892301704,       4.095822718,       3.839758408,       7.197041862
          0,           0,          17,      0.3268329278,       3.519670149,       3.279359251,       6.624843587
          0,           0,          18,    0.004147051495,       3.204830821,       2.945475131,       6.303933957
          0,           0,          19,     -0.3628252453,       2.841531324,       2.573777456,       5.937705175
          0,           0,          20,     -0.9218046697,       2.273257329,       2.014482512,       5.371776355
          0,           0,          21,      -1.328893859,       1.870873487,       1.606333988,       4.968797264
          0,           0,          22,      -1.863543591,       1.325827552,           1.06594,       4.425374416
          0,           0,          23,      -2.220929162,      0.9743888369,      0.7075600538,       4.073169507
          0,           0,          24,      -2.562671402,      0.6376665321,      0.3654651452,       3.735177939
          0,           0,          25,      -3.079584474,      0.1076591185,     -0.1558464024,       3.210087294
          0,           0,          26,      -3.431361578,     -0.2375148729,     -0.5080458258,       2.863455073
          0,           0,          27,      -3.835546777,      -0.642611471,      -0.913647954,        2.45910344
          0,           0,          28,      -4.199309515,      -1.001360897,      -1.277256357,       2.098931889
          0,           0,          29,      -4.727170907,      -1.542981238,      -1.812299849,       1.563806422
          0,           0,          30,      -5.100890064,      -1.909476854,      -2.186146568,       1.194495311
          0,           0,          31,      -5.605587048,      -2.429137559,      -2.703252195,      0.6806972069
          0,           0,          32,      -5.959222133,      -2.773407621,      -3.052680187,      0.3322625567
          0,           0,          33,      -6.314123815,      -3.120676592,       -3.40377995,    -0.01794615787
          0,           0,          34,      -6.835301297,      -3.658645323,      -3.937276306,     -0.5474513189
          0,           0,          35,      -7.221051923,      -4.037342863,      -4.322783676,     -0.9288780121
          0,           0,          36,      -7.617239057,      -4.428010571,       -4.71987968,      -1.321052576
          0,           0,          37,      -8.156662264,      -4.987160313,      -5.282470047,      -1.867986638
          0,           0,          38,      -8.575021553,      -5.400323293,      -5.707977859,      -2.283307902
          0,           0,          39,      -9.002038307,      -5.823006149,      -6.143507372,      -2.706313637
          0,           0,          40,      -9.536775112,      -6.380221138,      -6.721873126,      -3.246920282
          0,           0,          41,      -9.973843897,      -6.812372644,      -7.176844716,      -3.682272089
          0,           0,          42,      -10.41876255,      -7.252107306,       -7.64232662,      -4.122493369
          0,           0,          43,      -10.92570934,      -7.769205138,      -8.212968631,       -4.63037275
          0,           0,          44,       -11.2606709,      -8.069193844,      -8.528084433,       -4.97783807
          0,           0,          45,      -11.47397604,      -8.234766792,      -8.780757772,      -5.190016664
          0,           0,          46,      -11.56432522,      -8.278667168,      -8.886064975,      -5.240706017
          0,           0,          47,      -11.60902668,      -8.310726002,      -8.944944456,      -5.271530018
          0,           0,          48,       -11.6109093,      -8.304774168,      -8.957733199,      -5.265113344
          0,           0,          49,      -11.59844865,      -8.291430388,      -8.935607473,      -5.253368658
          0,           0,          50,      -11.61788863,      -8.310217801,      -8.958362489,      -5.269314206
          0,           0,          51,      -11.60935837,      -8.300821333,      -8.952046614,      -5.261891057
          0,           0,          52,       -11.5879368,      -8.280710876,      -8.946346947,      -5.244586571
          0,           0,          53,      -11.61057259,      -8.301971246,      -8.960866015,      -5.264519061
          0,           0,          54,      -11.60383463,      -8.294578064,      -8.945877551,      -5.257155472
          0,           0,          55,      -11.60119433,      -8.291587601,        -8.9493812,      -5.252320592
          0,           0,          56,      -11.58909327,      -8.281362126,      -8.940437529,      -5.248398305
          0,           0,          57,      -11.60628194,      -8.296413288,      -8.934590552,      -5.258902583
          0,           0,          58,      -11.60065862,      -8.293719033,      -8.943501397,      -5.257680513
          0,           0,          59,      -11.58954686,      -8.281689574,      -8.922731066,      -5.245772448
          0,           0,          60,      -11.60987433,      -8.301270973,      -8.960972172,      -5.261648313
          0,           0,          61,      -11.58933246,      -8.279870112,      -8.930203051,      -5.243063114
